"wA1Bge src","FmcO7b","vWB2ve","T7nuU 2","WHxBId","gjvCCd"
"https://lh3.googleusercontent.com/a-/ALV-UjWpKyHoz8-fZM3UW8slKUW-SaolWfD2ZA5P2P0cSz9P1Ug21d-U=s128-w32-d-h32-cc-rp","Kanupriya P","a year ago","A very well made film. The child actor has lived in the character. The movie deals with a strong subject and exposes the pitfalls in the Indian education system while ensuring a well defined approach to make it more inclusive for everyone. When given the right opportunity and mentor, every child can flourish!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjX-tgMD57FHxgB3Eugb4HjzKPWJiYbp9i5txCDGy9jNosoCo3NJ2w=s128-w32-d-h32-cc-rp","Rose Mayormita","a year ago","This is one of the best Indian movie I loved most.   You can't stop crying from the start til the end. This is my second time watching this movie and yet and tears just keep flowing. A very emotional one. An eye opener for everyone that every child is special. They are the most misunderstood. The most vulnerable. Most of the times, people who are expected to understand them are the people who misunderstood them most of the times.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJX_RHiPGzmJDmLoZ-wgjYpzqVAaDkKsExeDqRNPVDKt61gHw=s128-w32-d-h32-cc-rp","Vijay Kumar","7 months ago","Five on Five for this masterpiece ⭐️⭐️⭐️⭐️⭐️
Loved how the message was conveyed through an 8 year old boy with dyslexia and how the teacher helped him overcome.The music is spectacular, so is the casting. The role for the teacher was made for a perfectionist like Aamir Khan. This movie deserves an Oscar. Hats out to the crew. 👏","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJO0AVO7H4DsrEjva85dMkVGYUjNNC1vGmCkevperV0CxGSdw=s128-w32-d-h32-cc-rp","Neel Haldankar","a year ago","Awesome!!! Amazing !!!! Touching story which will melt our hearts and teach us a lesson that every child is special in their own way.
Amazing direction by Aamir Khan Sir. So emotionally and sensitively made depicting all the emotions .","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJl39mE3PHyKHO_v931UNUBjYD215C-qTY6vVUttAs9KZwuyw=s128-w32-d-h32-cc-rp","Manuel Wilson","6 years ago","It's one of the most educative, informative and inspirational films I've ever watched. I think parents (especially fathers) and families must endeavour to help their children realize their talents and help them build upon them. Parental care, love, attention and guidance are extremely important in the welfare of the children. Thank you","You and 6 other people found this helpful.","6 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVQ8kr9Iv-nb7ienT82-5ze5jAye1d5AcoVqAjLd52fesJHI_A=s128-w32-d-h32-cc-rp","Narayana K","a year ago","It is a master piece I ever seen a movie like this in my life, but as a parent I will be a good parent to teach my children to become his wanted not I wanted... Today's educational system is corrupted, without knowing the brilliance of child they give him a failure tag, but I become a parent which is loved by my son only 100%.anyway it is brilliant movie to put idealogy of a student on to a screen hats uff,.. So parents it is your time to change your self not forcing the children for your satisfactory goals. Thank you..","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocLoxylVmCN83wWDLhwFi9EooVGkIoPL3LaiZ8xFKJE9RXfh7Q=s128-w32-d-h32-cc-rp","Rahul Devadiga","a year ago","Every child is special. Really touched my bottom of heart . I have watched this movie several times.
Nikumbh finally discovered Dyslexia in a slowmover different academically poor student of 8-9 yrs. Now a days even the time already has come to us for doing the right way","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWB4xKbHM31UPHlTOtMAtzLlijsFC5N7Yo4PLqCiFGhyTTycCoe=s128-w32-d-h32-cc-rp","Educational Tutorials","5 years ago","Must Watch · Touching · Inspiring · Realistic · Heart-Warming · Good Message · Kid-Friendly · + 3 more…
What did you think of the film? Help others decide by voting on tags that best describe the film.
AUDIENCE REVIEWS

MD STYLE
Posting publicly.
What do you think about this film?
Review menu icon

Priyanka Routray
a year ago
Every child is special. Really touched my bottom of heart . I ' ve played both the character Ishan & Niku ...","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXb2w_o8ZHgzMKWZncNVjoGT1O7VdfR5zOCOcPIT71aLVIDRxM4bg=s128-w32-d-h32-cc-rp","Jithin A J","5 years ago","Taare Zameen Par (titled Like Stars on Earth internationally) is a 2007 Indian Hindi-language drama film produced and directed by Aamir Khan. The film explores the life and imagination of Ishaan, an 8-year-old dyslexic child.

A good movie with touching, realistic inspirational characteristics and lots of positive vibes. Must Watch!","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjV0MpwbJR-h5NYQ9SQFsQP8FxS-WaJD3Tqm3esE7UZb7xrNldXrkw=s128-w32-d-h32-cc-rp","Adenike Isiba","5 years ago","I cried at the end of the movie. Because a lot of children are facing what ishaan was facing in that movie. Parents, teachers,  family,  friends and people around him can not understand him and it is hard to explain.  Thank God for the new art teacher, that boy would have been wasted.  Eye opener. 
A  must move for the whole family. 
I can watch it again.","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjWLXV1WKACgJGkKheanHnZC7mUZRWXgnDtT7Ar2G-ZuFMTbYguPxw=s128-w32-d-h32-cc-rp","heidi villanueva","4 years ago","This movie reminds us, what kind of Teacher the world really needs. Though he has a past that may be humiliating on his part, overcoming it and developing a child in his class is really amazing.  Can't control the tears that came out :)

HIGHLY RECOMMENDED","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVRu5ML1_6Tk7-sCmatpNT5E5wXoyjU0zsj4Mhnh1E5V8h6FJBy=s128-w32-d-h32-cc-rp","jerica adora","a year ago","Holding my tears while watching this movie. Can't help but to admire Ahmer for being such a dedicated teacher and Ashaan for not giving up despite of all criticism he receives even from his parents😭 
Looking forward for many more movies directed by Ahmer. I was moved!💓","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjUEEF4a2IlBrhf-Cs68De009qljwlkv1qoKmvDJ_KzNESNjoiHu=s128-w32-d-h32-cc-rp","Arvind Ramprasad","6 years ago","Inspirational Brilliant Directon from Aamir Sir.This was First Hindi Film I Watched Brilliant act from Darshal Saffary. Bad thing they should not  highlight the deficit. Climax is awesome.   Songs and BGM are  Outstanding. Inspiring Movie.","You and 3 other people found this helpful.","3 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocLcnFcHj-MlokSfGNSfmpPtPsYzUgwDJRE9ZJQBOYyzEYlTsA=s128-w32-d-h32-cc-rp","akshat sahay","a year ago","an amzing movie with a great moral that how kids with disabillities need support by their elders but do not get but then is halped by the art teacher played vy aamir khan. exceptional acting by everyone especially Darsheel And Amir Khan a must watch movie I watched it almost a 100 times","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXBa7dtmPJuggYnJI9xDuFyQtX1MfwVQUu526jwnL3s-FwymkyfDg=s128-w32-d-h32-cc-rp","PRAGATI MISHRA","3 years ago","Everytime I watch this movie, I cry! It should have won World's best movie award! Not necessarily Oscar as Oscar is only American made award hence I don't value it. I want some Common unique award accepted by all world countries on movies n all and this movie shud have won this unique award!","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWELv5QsdIAsiHTyACHgGOp1qrFx38c3AeUVCUlroC0K-lHEhFy=s128-w32-d-h32-cc-rp","Tharun ChandraMohan","5 years ago","A beautiful movie indeed. It's aged so well. I remember laughing more back when I watched it as a kid. Having grown up now 13 years later, I cried more watching it again 😂. Truly this was a movie way ahead of its time.","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXF_S_KfJWCgoDDUu4rF_yUB_C3XtG4diqDCrwicNAUQeuEVm7e=s128-w32-d-h32-cc-rp","Jinu John","2 months ago","What a fantastic sequel. It is mind blowing how they've scripted, directed and showcased this movie.

Absolutely marvelous acting by the little boy and ufcourse Aamir Khan thr legend.

Such movies should be made more and appreciated.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXFDwS7po1GurKLiB_3BiKgGafKXRMmrboTh9a-my1-8r4Uauxk=s128-w32-d-h32-cc-rp","Pallabi Mondal","7 years ago","It's wonderful movie I ever seen .
Today's movie means erotic fantasies, fashion and external glories, but it lacks substance which will create a beautiful place for children.
But this movie is really very solid enough to arise the consciousness  among parents.","You and 6 other people found this helpful.","6 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocLXNDsnkGL46PzvEB8vnwvmCqu77ftw4QGk8pqjmLqigpKZwg=s128-w32-d-h32-cc-rp","yusuf pasha peerzade","5 years ago","Taare Zameen Par is a great surprise. It is creative, beautiful and intelligent. This Film May Change Your Life. Great performance by Darsheel Safary, the child artist. The soundtrack is amazing. I really loved this film.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWLZUAirJvPm7Sw0SdPMKdH5BF6MSl13wj31e147sZn6-1dtWe10w=s128-w32-d-h32-cc-rp","Akash Somkuwar","a year ago","I can elaborate, express and defined this movie in just a few words that this is one of the movies of bollywood which secure its place in all time extraordinary superb and the rarest collection in the bollywood library for the lifetime.. 

Must watch and specially when you are getting emotionless, feelinless, unsesnsible, cruel and in the situation where you want to cry but the tears are not getting the reason to come out from your strongest eyes..","You and 9 other people found this helpful.","9 people found this helpful."
